date,open,high,low,close,adjClose,volume
2015-08-27,1127.199951,1127.400024,1118.400024,1122.400024,1122.400024,564
2015-08-28,1125.300049,1139,1123.599976,1133.099976,1133.099976,279
2015-08-30,null,null,null,null,null,null
2015-08-31,1131.099976,1134,1124.800049,1131.599976,1131.599976,194
2015-09-01,1133.5,1144.699951,1133.5,1138.699951,1138.699951,375
2015-09-02,1137.300049,1140.400024,1130.800049,1132.5,1132.5,201
2015-09-03,1130.300049,1132.900024,1120.300049,1123.699951,1123.699951,122
2015-09-04,1123.400024,1125.199951,1116.199951,1120.599976,1120.599976,51
2015-09-06,null,null,null,null,null,null
2015-09-08,1119.800049,1124.300049,1116.400024,1120.400024,1120.400024,138
2015-09-09,1123.5,1123.5,1102.099976,1102.199951,1102.199951,150
2015-09-10,1107.300049,1113.5,1105.5,1109.5,1109.5,56
2015-09-11,1110.800049,1111.699951,1098.199951,1103.5,1103.5,81
2015-09-13,null,null,null,null,null,null
2015-09-14,1107.800049,1108.599976,1104.099976,1107.699951,1107.699951,19
2015-09-15,1104.5,1104.5,1102.800049,1102.800049,1102.800049,8
2015-09-16,1109.800049,1119.900024,1109.800049,1119.199951,1119.199951,31
2015-09-17,1118.599976,1130.5,1117.099976,1117.300049,1117.300049,14
2015-09-18,1128.300049,1141.199951,1127.800049,1138.099976,1138.099976,59
2015-09-20,null,null,null,null,null,null
2015-09-21,1137.599976,1138.5,1130.800049,1133.099976,1133.099976,17
2015-09-22,1132.599976,1135,1122.5,1125,1125,43
2015-09-23,1128.599976,1132.199951,1128.300049,1131.599976,1131.599976,33
2015-09-24,1133,1155.900024,1133,1153.800049,1153.800049,37
2015-09-25,1149.800049,1149.800049,1143.400024,1146,1146,56
2015-09-27,null,null,null,null,null,null
2015-09-28,1133.199951,1133.199951,1132,1132,1132,4346
2015-09-29,1132.199951,1134.400024,1124.300049,1127.099976,1127.099976,2417
2015-09-30,1124.300049,1126,1112.099976,1115.5,1115.5,865
2015-10-01,1115.199951,1119,1113.300049,1114.199951,1114.199951,1181
2015-10-02,1112.199951,1141.199951,1105.800049,1137.099976,1137.099976,323
2015-10-04,null,null,null,null,null,null
2015-10-05,1137.099976,1141.699951,1132.5,1138.099976,1138.099976,226
2015-10-06,1136.300049,1150,1136.300049,1146.800049,1146.800049,145
2015-10-07,1147.599976,1152.900024,1143,1149,1149,104
2015-10-08,1142.699951,1146.699951,1138.699951,1144.699951,1144.699951,138
2015-10-09,1151.599976,1157.199951,1151.599976,1156.300049,1156.300049,22
2015-10-11,null,null,null,null,null,null
2015-10-12,1155.900024,1166.800049,1155.900024,1164.900024,1164.900024,40
2015-10-13,1163.5,1166.199951,1154.900024,1165.800049,1165.800049,132
2015-10-14,1172.400024,1189,1167.300049,1180.099976,1180.099976,143
2015-10-15,1184.199951,1188.300049,1177.800049,1187.900024,1187.900024,143
2015-10-16,1182.5,1184.099976,1176.199951,1183.599976,1183.599976,243
2015-10-18,null,null,null,null,null,null
2015-10-19,1176.5,1177.800049,1169.300049,1173.300049,1173.300049,62
2015-10-20,1168.699951,1179.099976,1168.699951,1178,1178,19
2015-10-21,1175.900024,1176.400024,1164.900024,1167.599976,1167.599976,41
2015-10-22,1166.199951,1168.599976,1163.5,1166.599976,1166.599976,48
2015-10-23,1166.199951,1178.699951,1163.300049,1163.300049,1163.300049,38
2015-10-25,null,null,null,null,null,null
2015-10-26,1165.099976,1170,1163.800049,1167,1167,176
2015-10-27,1164.5,1166.800049,1162,1166.800049,1166.800049,302
2015-10-28,1175.099976,1182.699951,1175.099976,1177.099976,1177.099976,217
2015-10-29,1158,1162,1144.900024,1147.199951,1147.199951,329
2015-10-30,1147.5,1147.599976,1139.199951,1141.5,1141.5,249
2015-11-01,null,null,null,null,null,null
2015-11-02,1137.900024,1138.699951,1132.599976,1135.800049,1135.800049,180
2015-11-03,1133.300049,1134.699951,1114.199951,1114.199951,1114.199951,185
2015-11-04,1119,1121.900024,1106.5,1106.5,1106.5,141
2015-11-05,1107.900024,1110.699951,1104.400024,1104.400024,1104.400024,84
2015-11-06,1105.199951,1109.5,1084.800049,1087.599976,1087.599976,78
2015-11-08,null,null,null,null,null,null
2015-11-09,1088.599976,1088.599976,1087.900024,1087.900024,1087.900024,5
2015-11-10,1090.099976,1091.300049,1085,1088.199951,1088.199951,18
2015-11-11,1091.400024,1091.400024,1084.199951,1084.699951,1084.699951,15
2015-11-12,1086,1086.599976,1080.800049,1080.800049,1080.800049,4
2015-11-13,1083.099976,1085.900024,1080.800049,1080.800049,1080.800049,23
2015-11-15,null,null,null,null,null,null
2015-11-16,1092,1092.400024,1083.699951,1083.699951,1083.699951,11
2015-11-17,1075.5,1075.800049,1065.099976,1068.699951,1068.699951,6
2015-11-18,1064,1071.900024,1064,1068.800049,1068.800049,5
2015-11-19,1077.400024,1082.400024,1077.400024,1078,1078,10
2015-11-20,1082.900024,1082.900024,1076.400024,1076.400024,1076.400024,5
2015-11-22,null,null,null,null,null,null
2015-11-23,1070,1071.5,1066.800049,1066.800049,1066.800049,57
2015-11-24,1073.199951,1079.400024,1073.199951,1074.300049,1074.300049,222
2015-11-25,1070.199951,1072,1068.5,1070.5,1070.5,148662
2015-11-27,1070.699951,1074.199951,1051.099976,1056.199951,1056.199951,52133
2015-11-29,null,null,null,null,null,null
2015-11-30,1056.5,1068.400024,1052.099976,1065.800049,1065.800049,4601
2015-12-01,1064.599976,1074.599976,1063.400024,1063.800049,1063.800049,3441
2015-12-02,1068.699951,1069.5,1049.599976,1054.199951,1054.199951,503
2015-12-03,1054.400024,1064.599976,1046.199951,1061.699951,1061.699951,1161
2015-12-04,1063,1088.800049,1058.699951,1084.5,1084.5,889
2015-12-06,null,null,null,null,null,null
2015-12-07,1084.900024,1086.5,1067.400024,1076.400024,1076.400024,656
2015-12-08,1071,1078.400024,1069.599976,1076.300049,1076.300049,306
2015-12-09,1075.099976,1086,1070.599976,1077.599976,1077.599976,386
2015-12-10,1073,1076.300049,1071.699951,1073.099976,1073.099976,226
2015-12-11,1067.800049,1079.400024,1064.400024,1076.900024,1076.900024,410
2015-12-13,null,null,null,null,null,null
2015-12-14,1074,1076.699951,1060,1064.699951,1064.699951,509
2015-12-15,1064.599976,1066.199951,1061.800049,1062.900024,1062.900024,220
2015-12-16,1064.800049,1078.699951,1064.300049,1078,1078,81
2015-12-17,1072.599976,1072.599976,1050.5,1050.800049,1050.800049,56
2015-12-18,1053.699951,1070.300049,1052.699951,1066.199951,1066.199951,253
2015-12-20,null,null,null,null,null,null
2015-12-21,1070.199951,1081.900024,1070.199951,1081.900024,1081.900024,26
2015-12-22,1078.599976,1078.599976,1073.800049,1074.800049,1074.800049,106
2015-12-23,1074.5,1074.800049,1069.400024,1069.400024,1069.400024,202
2015-12-24,1074.300049,1077.800049,1073.5,1077.199951,1077.199951,24
2015-12-27,null,null,null,null,null,null
2015-12-28,1077.900024,1098.800049,1070.5,1070.5,1070.5,361
2015-12-29,1079.099976,1079.699951,1077.5,1077.5,1077.5,252
2015-12-30,1068.599976,1070.199951,1059.699951,1060.099976,1060.099976,71
2015-12-31,1061.900024,1062,1058.5,1060.300049,1060.300049,10
2016-01-03,null,null,null,null,null,null
2016-01-04,1063.400024,1082.5,1063.199951,1075.099976,1075.099976,143
2016-01-05,1075.599976,1081.5,1075.300049,1078.400024,1078.400024,82
2016-01-06,1081.599976,1093.699951,1081.599976,1091.900024,1091.900024,52
2016-01-07,1091.599976,1109.400024,1091.599976,1107.699951,1107.699951,122
2016-01-08,1111.099976,1111.099976,1093,1097.800049,1097.800049,98
2016-01-10,null,null,null,null,null,null
2016-01-11,1105.699951,1107.900024,1096.5,1096.5,1096.5,43
2016-01-12,1093.800049,1098.5,1084,1085.599976,1085.599976,87
2016-01-13,1081.5,1093.900024,1081.5,1087.5,1087.5,50
2016-01-14,1091.5,1091.5,1073.699951,1073.900024,1073.900024,59
2016-01-15,1085,1095.800049,1081.800049,1091.5,1091.5,44
2016-01-17,null,null,null,null,null,null
2016-01-18,null,null,null,null,null,null
2016-01-19,1089.800049,1094.400024,1084.900024,1089.900024,1089.900024,17
2016-01-20,1099.800049,1109.800049,1099.800049,1107.099976,1107.099976,30
2016-01-21,1103.599976,1103.599976,1094.099976,1099.099976,1099.099976,16
2016-01-22,1098,1103.199951,1097.199951,1097.199951,1097.199951,4
2016-01-24,null,null,null,null,null,null
2016-01-25,1099.300049,1109.300049,1099.300049,1106.199951,1106.199951,8
2016-01-26,1115.099976,1121.699951,1114.300049,1121.699951,1121.699951,181
2016-01-27,1117.800049,1117.800049,1115.800049,1116.099976,1116.099976,168706
2016-01-28,1125.400024,1125.699951,1109.800049,1115.599976,1115.599976,52861
2016-01-29,1114.400024,1118.599976,1108.800049,1116.400024,1116.400024,6955
2016-01-31,null,null,null,null,null,null
2016-02-01,1116.699951,1130,1115.300049,1127.900024,1127.900024,1682
2016-02-02,1128.300049,1131.400024,1123,1127.300049,1127.300049,1230
2016-02-03,1128.5,1146,1125,1141.300049,1141.300049,1630
2016-02-04,1142.5,1157.599976,1141,1157.599976,1157.599976,771
2016-02-05,1155.599976,1174.800049,1146,1157.800049,1157.800049,877
2016-02-07,null,null,null,null,null,null
2016-02-08,1173.5,1200.400024,1165,1197.900024,1197.900024,931
2016-02-09,1188.699951,1199.199951,1186.699951,1198.699951,1198.699951,700
2016-02-10,1189.800049,1197.699951,1182.099976,1194.699951,1194.699951,671
2016-02-11,1205.599976,1260.800049,1204.599976,1247.900024,1247.900024,995
2016-02-12,1247.800049,1247.800049,1233.5,1239.099976,1239.099976,250
2016-02-14,null,null,null,null,null,null
2016-02-15,null,null,null,null,null,null
2016-02-16,1233.099976,1233.599976,1193.599976,1207.900024,1207.900024,422
2016-02-17,1196.5,1212.900024,1196.5,1211.099976,1211.099976,53
2016-02-18,1209.599976,1239.199951,1201.599976,1226.099976,1226.099976,315
2016-02-19,1230.800049,1232.800049,1221.800049,1230.400024,1230.400024,76
2016-02-21,null,null,null,null,null,null
2016-02-22,1226.099976,1226.099976,1203,1209.5,1209.5,280
2016-02-23,1207.400024,1226.099976,1207.400024,1222.300049,1222.300049,351
2016-02-24,1230,1250.099976,1230,1238.699951,1238.699951,111
2016-02-25,1239.400024,1241.5,1235,1238.199951,1238.199951,1349
2016-02-26,1232.400024,1239.099976,1212.199951,1219.800049,1219.800049,656
2016-02-28,null,null,null,null,null,null
2016-02-29,1218.599976,1241,1218.599976,1233.900024,1233.900024,580
2016-03-01,1240.5,1248.400024,1229,1230.300049,1230.300049,477
2016-03-02,1232.800049,1242.599976,1226,1241.099976,1241.099976,267
2016-03-03,1238.400024,1267.900024,1238,1257.400024,1257.400024,123
2016-03-04,1263,1279.900024,1250.900024,1269.900024,1269.900024,268
2016-03-06,null,null,null,null,null,null
2016-03-07,1259.800049,1272.300049,1259.699951,1263.199951,1263.199951,67
2016-03-08,1268.699951,1276.300049,1261,1262.099976,1262.099976,43
2016-03-09,1254.5,1260,1244.800049,1256.599976,1256.599976,79
2016-03-10,1250,1273,1237.5,1272,1272,119
2016-03-11,1270,1280.699951,1249.400024,1258.699951,1258.699951,87
2016-03-13,null,null,null,null,null,null
2016-03-14,1256,1258,1234.5,1244.400024,1244.400024,58
2016-03-15,1228.300049,1236,1228,1230.400024,1230.400024,37
2016-03-16,1229.5,1263.800049,1228.900024,1229.300049,1229.300049,45
2016-03-17,1261.5,1270.099976,1255.900024,1264.5,1264.5,27
2016-03-18,1257.099976,1264.400024,1251.5,1253.800049,1253.800049,542
2016-03-20,null,null,null,null,null,null
2016-03-21,1256.199951,1256.199951,1243.400024,1243.800049,1243.800049,1061
2016-03-22,1244,1252.400024,1243.800049,1248.199951,1248.199951,20
2016-03-23,1247.699951,1247.699951,1218.599976,1223.699951,1223.699951,28
2016-03-24,1214.199951,1221.400024,1214.199951,1221.400024,1221.400024,13
2016-03-27,null,null,null,null,null,null
2016-03-28,1211.5,1222.199951,1210,1219.900024,1219.900024,33
2016-03-29,1217.800049,1235.599976,1217.699951,1235.599976,1235.599976,189732
2016-03-30,1241.400024,1245,1223.400024,1226.900024,1226.900024,48248
2016-03-31,1225.599976,1239.599976,1224.5,1234.199951,1234.199951,3377
2016-04-01,1232.300049,1235.199951,1209.199951,1222.199951,1222.199951,1602
2016-04-03,null,null,null,null,null,null
2016-04-04,1221.699951,1222.300049,1215,1218,1218,2038
2016-04-05,1215.400024,1236.699951,1215.400024,1228.400024,1228.400024,477
2016-04-06,1230.400024,1230.400024,1217.599976,1222.5,1222.5,248
2016-04-07,1224.800049,1242.900024,1224.599976,1236.199951,1236.199951,375
2016-04-08,1241,1242.800049,1232,1242.5,1242.5,409
2016-04-10,null,null,null,null,null,null
2016-04-11,1241.5,1258.699951,1241.5,1256.699951,1256.699951,437
2016-04-12,1260,1261.699951,1253.699951,1259.400024,1259.400024,185
2016-04-13,1256.5,1256.900024,1241.300049,1246.800049,1246.800049,203
2016-04-14,1231.400024,1243.699951,1224.5,1225,1225,264
2016-04-15,1225.699951,1235,1225.699951,1233.099976,1233.099976,97
2016-04-17,null,null,null,null,null,null
2016-04-18,1238.699951,1241.099976,1232.199951,1233.599976,1233.599976,304
2016-04-19,1231.599976,1256.199951,1228.800049,1253,1253,386
2016-04-20,1256.099976,1256.099976,1243,1253.199951,1253.199951,180
2016-04-21,1247.699951,1270.599976,1247.599976,1249,1249,124
2016-04-22,1248.5,1248.5,1228,1228.699951,1228.699951,188
2016-04-24,null,null,null,null,null,null
2016-04-25,1231.599976,1240.900024,1231.599976,1238.900024,1238.900024,442
2016-04-26,1239.800049,1244.199951,1233,1242.199951,1242.199951,97
2016-04-27,1248.599976,1249.5,1248.599976,1249.199951,1249.199951,547
2016-04-28,1245.900024,1270.099976,1238.5,1265.5,1265.5,887
2016-04-29,1267.300049,1295.5,1267.199951,1289.199951,1289.199951,464
2016-05-01,null,null,null,null,null,null
2016-05-02,1292.099976,1304.400024,1290.400024,1294.699951,1294.699951,192
2016-05-03,1292.699951,1301.5,1284.5,1290.699951,1290.699951,151
2016-05-04,1286.900024,1290,1273,1273.300049,1273.300049,109
2016-05-05,1282.900024,1286,1270.800049,1271.400024,1271.400024,330
2016-05-06,1278.599976,1295.599976,1276.900024,1292.900024,1292.900024,305
2016-05-08,null,null,null,null,null,null
2016-05-09,1286.5,1286.5,1262.300049,1265.599976,1265.599976,341
2016-05-10,1265.099976,1267.400024,1258.699951,1263.900024,1263.900024,23
2016-05-11,1266.900024,1279.199951,1266.900024,1274.599976,1274.599976,50
2016-05-12,1267,1281.199951,1264,1270.300049,1270.300049,101
2016-05-13,1271.400024,1275.699951,1264.599976,1271.900024,1271.900024,66
2016-05-15,null,null,null,null,null,null
2016-05-16,1272.800049,1287.800049,1272.800049,1273.400024,1273.400024,44
2016-05-17,1272.5,1281.599976,1270.800049,1276.199951,1276.199951,16
2016-05-18,1276.400024,1276.400024,1256.800049,1273.699951,1273.699951,17
2016-05-19,1248,1255.5,1247.5,1254.199951,1254.199951,69
2016-05-20,1256.599976,1256.599976,1252.400024,1252.400024,1252.400024,44
2016-05-22,null,null,null,null,null,null
2016-05-23,1251.599976,1251.599976,1247.5,1251.099976,1251.099976,56
2016-05-24,1240,1240,1228.199951,1228.900024,1228.900024,20
2016-05-25,1219.300049,1223.5,1218.599976,1223.5,1223.5,5
2016-05-26,1232.599976,1232.599976,1220.099976,1220.099976,1220.099976,199778
2016-05-27,1220.300049,1223.199951,1206.400024,1213.800049,1213.800049,63739
2016-05-29,null,null,null,null,null,null
2016-05-31,1212.5,1217.599976,1199,1214.800049,1214.800049,6432
2016-06-01,1215.699951,1219.800049,1205.400024,1211.900024,1211.900024,2717
2016-06-02,1212.400024,1217,1209.599976,1209.800049,1209.800049,1627
2016-06-03,1209.099976,1244.5,1206.400024,1240.099976,1240.099976,1622
2016-06-05,null,null,null,null,null,null
2016-06-06,1244.400024,1247.300049,1240,1244.599976,1244.599976,1135
2016-06-07,1244,1244.900024,1236.5,1244.400024,1244.400024,281
2016-06-08,1247.599976,1264,1247.300049,1259.800049,1259.800049,406
2016-06-09,1262.5,1271.400024,1258.099976,1270.199951,1270.199951,381
2016-06-10,1267.599976,1278,1265.300049,1273.400024,1273.400024,397
2016-06-12,null,null,null,null,null,null
2016-06-13,1276.199951,1287.300049,1273,1284.400024,1284.400024,328
2016-06-14,1281.800049,1289.699951,1277.800049,1285.599976,1285.599976,554
2016-06-15,1284.599976,1296.199951,1278.800049,1285.800049,1285.800049,162
2016-06-16,1296.300049,1316.400024,1281.099976,1296.099976,1296.099976,251
2016-06-17,1280.300049,1300.099976,1280.300049,1292.5,1292.5,129
2016-06-19,null,null,null,null,null,null
2016-06-20,1288.900024,1291.199951,1280.300049,1290,1290,153
2016-06-21,1293.900024,1293.900024,1266.300049,1270.5,1270.5,134
2016-06-22,1267,1269.199951,1264.900024,1268,1268,53
2016-06-23,1263.400024,1270.5,1255.199951,1261.199951,1261.199951,218
2016-06-24,1253.699951,1355.599976,1253.699951,1320,1320,694
2016-06-26,null,null,null,null,null,null
2016-06-27,1330,1331.699951,1320,1322.5,1322.5,92
2016-06-28,1314.800049,1315.599976,1314.099976,1315.300049,1315.300049,1072
2016-06-29,1311.599976,1327.400024,1311.599976,1323.900024,1323.900024,414
2016-06-30,1315.800049,1323.5,1314.5,1318.400024,1318.400024,560
2016-07-01,1324.5,1344.199951,1321.900024,1336.699951,1336.699951,137
2016-07-03,null,null,null,null,null,null
2016-07-05,1342.199951,1356.800049,1339.699951,1356.400024,1356.400024,90
2016-07-06,1359,1374.900024,1359,1364.900024,1364.900024,130
2016-07-07,1366.800049,1368.599976,1350.5,1360.099976,1360.099976,207
2016-07-08,1361.300049,1365.800049,1335,1356.599976,1356.599976,249
2016-07-10,null,null,null,null,null,null
2016-07-11,1371.699951,1371.800049,1353,1355,1355,26
2016-07-12,1353.599976,1356,1330.300049,1334.099976,1334.099976,252
2016-07-13,1341.5,1342.400024,1336.699951,1342.400024,1342.400024,7
2016-07-14,1341.400024,1341.400024,1322.699951,1331.300049,1331.300049,20
2016-07-15,1333.699951,1333.699951,1322.900024,1326.5,1326.5,52
2016-07-17,null,null,null,null,null,null
2016-07-18,1327.5,1335,1326.199951,1328.400024,1328.400024,54
2016-07-19,1328.5,1333.199951,1326.400024,1331.5,1331.5,322
2016-07-20,1331,1337.5,1315.5,1318.800049,1318.800049,751
2016-07-21,1312.800049,1330.5,1312.800049,1330.5,1330.5,318
2016-07-22,1330.699951,1330.699951,1320.400024,1323.099976,1323.099976,55
2016-07-24,null,null,null,null,null,null
2016-07-25,1315.699951,1319.300049,1313.800049,1319.300049,1319.300049,548
2016-07-26,1315.199951,1320.699951,1315.199951,1320.699951,1320.699951,63
2016-07-27,1326,1326.599976,1326,1326.599976,1326.599976,215388
2016-07-28,1339.5,1344.300049,1330.099976,1332.300049,1332.300049,56908
2016-07-29,1333.199951,1353.300049,1325.800049,1349,1349,6076
2016-07-31,null,null,null,null,null,null
2016-08-01,1348.800049,1353.5,1345.599976,1351.400024,1351.400024,1257
2016-08-02,1352.099976,1366,1346.599976,1364.400024,1364.400024,2941
2016-08-03,1362.400024,1364.699951,1353.300049,1356.099976,1356.099976,715
2016-08-04,1354.400024,1361.599976,1347,1358.800049,1358.800049,381
2016-08-05,1357.599976,1360.800049,1333.699951,1336.400024,1336.400024,1107
2016-08-07,null,null,null,null,null,null
2016-08-08,1330,1335.400024,1327.800049,1333.400024,1333.400024,587
2016-08-09,1331.800049,1339.400024,1328.5,1339,1339,620
2016-08-10,1344.800049,1354.199951,1344.300049,1344.300049,1344.300049,110
2016-08-11,1341.599976,1350.400024,1334.800049,1342.5,1342.5,666
2016-08-12,1336.800049,1351.800049,1333.199951,1335.800049,1335.800049,113
2016-08-14,null,null,null,null,null,null
2016-08-15,1336.5,1340.599976,1333.599976,1340.300049,1340.300049,62
2016-08-16,1342.199951,1355,1341,1350.5,1350.5,338
2016-08-17,1345.5,1347.300049,1338.599976,1342.699951,1342.699951,135
2016-08-18,1351.300049,1354.400024,1348.199951,1351.199951,1351.199951,140
2016-08-19,1350.099976,1350.099976,1338.599976,1340.400024,1340.400024,197
2016-08-21,null,null,null,null,null,null
2016-08-22,1334.400024,1337.699951,1333.300049,1337.699951,1337.699951,117
2016-08-23,1337,1341.199951,1334.300049,1340.599976,1340.599976,551
2016-08-24,1337.199951,1337.199951,1322.900024,1324.400024,1324.400024,262
2016-08-25,1321.400024,1324,1317,1320.099976,1320.099976,58
2016-08-26,1323.800049,1340.5,1320.099976,1321.5,1321.5,141
2016-08-28,null,null,null,null,null,null
2016-08-29,1315,1323,1315,1322.900024,1322.900024,437
2016-08-30,1322,1322.099976,1308,1311.699951,1311.699951,705
2016-08-31,1310.300049,1313.699951,1306.300049,1306.900024,1306.900024,214
2016-09-01,1305.300049,1313.099976,1301.5,1312.199951,1312.199951,225
2016-09-02,1309.599976,1326.699951,1309.199951,1322.099976,1322.099976,55
2016-09-04,null,null,null,null,null,null
2016-09-06,1323.300049,1349.400024,1323.199951,1349.400024,1349.400024,46
2016-09-07,1348.400024,1350.5,1343.900024,1344.300049,1344.300049,14
2016-09-08,1344.800049,1345.400024,1335.699951,1336.800049,1336.800049,30
2016-09-09,1338.5,1338.5,1328,1330.099976,1330.099976,35
2016-09-11,null,null,null,null,null,null
2016-09-12,1327,1329.300049,1319.900024,1321,1321,177
2016-09-13,1324.599976,1324.599976,1315,1319,1319,79
2016-09-14,1319.199951,1322.300049,1319.199951,1321.5,1321.5,73
2016-09-15,1320.699951,1320.699951,1310.800049,1313.5,1313.5,37
2016-09-16,1312.199951,1312.599976,1305.800049,1305.800049,1305.800049,4
2016-09-18,null,null,null,null,null,null
2016-09-19,1313.5,1313.5,1313.5,1313.5,1313.5,20
2016-09-20,1313.699951,1313.699951,1313.699951,1313.699951,1313.699951,97
2016-09-21,1326.300049,1326.900024,1324,1326.900024,1326.900024,76
2016-09-22,1338.599976,1340.400024,1338.199951,1340.400024,1340.400024,23
2016-09-23,1337.199951,1337.199951,1337.199951,1337.199951,1337.199951,40
2016-09-25,null,null,null,null,null,null
2016-09-26,1335.199951,1341.800049,1335.199951,1339.699951,1339.699951,24
2016-09-27,1328,1328.699951,1325.900024,1325.900024,1325.900024,48
2016-09-28,1319.400024,1319.400024,1319.400024,1319.400024,1319.400024,10551
2016-09-29,1321.199951,1325,1314.699951,1321.699951,1321.699951,6108
2016-09-30,1320.599976,1327.699951,1312.900024,1313.300049,1313.300049,868
2016-10-02,null,null,null,null,null,null
2016-10-03,1313.5,1316.800049,1308.199951,1309,1309,299
2016-10-04,1307.599976,1310.199951,1266.300049,1266.300049,1266.300049,1893
2016-10-05,1272.099976,1274,1261.300049,1265.199951,1265.199951,246
2016-10-06,1265.300049,1265.300049,1249.800049,1249.800049,1249.800049,114
2016-10-07,1253.900024,1263.599976,1248.900024,1248.900024,1248.900024,169
2016-10-09,null,null,null,null,null,null
2016-10-11,1258.900024,1258.900024,1253,1253,1253,26
2016-10-12,1251.699951,1254,1251.099976,1251.099976,1251.099976,127
2016-10-13,1258.699951,1259,1255,1255,1255,315
2016-10-14,1253.900024,1253.900024,1250.599976,1253.099976,1253.099976,311
2016-10-16,null,null,null,null,null,null
2016-10-17,1249.900024,1255,1249.900024,1254.400024,1254.400024,41
2016-10-18,1260.900024,1261.699951,1260.800049,1260.800049,1260.800049,11
2016-10-19,1262.900024,1271.5,1262.900024,1267.900024,1267.900024,219
2016-10-20,1270,1270.5,1265.5,1265.599976,1265.599976,415
2016-10-21,1265.900024,1265.900024,1265.900024,1265.900024,1265.900024,224
2016-10-23,null,null,null,null,null,null
2016-10-24,1269.199951,1269.199951,1261.800049,1262,1262,42
2016-10-25,1264.099976,1274.099976,1264.099976,1271.900024,1271.900024,61
2016-10-26,1274,1274,1264.800049,1264.800049,1264.800049,279
2016-10-27,1269.400024,1269.400024,1267.900024,1267.900024,1267.900024,338
2016-10-28,1270.300049,1281.5,1262,1275.5,1275.5,560
2016-10-30,null,null,null,null,null,null
2016-10-31,1276.599976,1276.599976,1271.5,1271.5,1271.5,58
2016-11-01,1279.300049,1290.699951,1279,1286.400024,1286.400024,49
2016-11-02,1288.300049,1307,1288.300049,1306.800049,1306.800049,30
2016-11-03,1296.400024,1303.099976,1287.300049,1302.099976,1302.099976,73
2016-11-04,1300,1303.300049,1296.699951,1303.300049,1303.300049,11
2016-11-06,null,null,null,null,null,null
2016-11-07,1292,1294.5,1278.300049,1278.300049,1278.300049,34
2016-11-08,1284.099976,1289.400024,1273.199951,1273.400024,1273.400024,50
2016-11-09,1272.199951,1318.599976,1270,1272.599976,1272.599976,108
2016-11-10,1274.400024,1287.5,1253.300049,1265.5,1265.5,63
2016-11-13,null,null,null,null,null,null
2016-11-14,1227.800049,1229.5,1210.400024,1221.199951,1221.199951,216
2016-11-15,1224.300049,1226,1222.5,1224,1224,20
2016-11-16,1229.300049,1229.300049,1223,1223.400024,1223.400024,66
2016-11-17,1224.599976,1225,1211,1216.5,1216.5,1139
2016-11-18,1211.900024,1211.900024,1207.199951,1208.5,1208.5,607
2016-11-20,null,null,null,null,null,null
2016-11-21,1209.599976,1209.599976,1209.599976,1209.599976,1209.599976,19
2016-11-22,1210.400024,1211.099976,1207.599976,1211,1211,19
2016-11-23,1212.800049,1213.800049,1186.800049,1189.099976,1189.099976,309
2016-11-25,1177,1189.300049,1177,1178.199951,1178.199951,14
2016-11-27,null,null,null,null,null,null
2016-11-28,1188,1190.599976,1188,1190.599976,1190.599976,189914
2016-11-29,1193.199951,1194.800049,1179.400024,1187.900024,1187.900024,42124
2016-11-30,1187.099976,1193.300049,1167.900024,1170.800049,1170.800049,7158
2016-12-01,1172.699951,1174.599976,1160,1166.900024,1166.900024,1588
2016-12-02,1172.300049,1177.300049,1166.400024,1175.099976,1175.099976,1521
2016-12-04,null,null,null,null,null,null
2016-12-05,1181.800049,1186.699951,1157,1174,1174,358
